,Patch,National Database Number,State,Latitude,Longitude,Observation Date,Estimated_Infection_Date,Sex,Age Class
5557,Full,NE-2012-1145049,VA,37.24962,Ð76.02204,2012-08-11,2012-07-18,FEMALE,UNKNOWN
5558,Full,NE-2012-1145050,VA,37.85896,Ð76.2459,2012-08-26,2012-07-26,UNKNOWN,UNKNOWN
5565,Full,NE-2012-1145269,NJ,39.309593,Ð74.526682,2012-09-12,2012-08-20,UNKNOWN,ADULT
5567,Full,SE-2012-1145732,NC,35.42949,Ð75.49145,2012-12-07,2012-11-14,UNKNOWN,ADULT
5578,Full,SE-2012-1144826,SC,32.228408,Ð80.862701,2012-08-14,2012-07-20,UNKNOWN,YEARLING
5579,Full,SE-2012-1144847,SC,32.04457,Ð80.92327,2012-08-15,2012-07-22,UNKNOWN,YEARLING
5585,Full,NE-2012-1145051,VA,36.8788,Ð75.982,2012-08-23,2012-08-06,MALE,UNKNOWN
5586,Full,NE-2012-1145052,VA,36.758529,Ð75.948976,2012-09-06,2012-08-11,FEMALE,UNKNOWN
5587,Full,NE-2012-1145053,VA,36.9609,Ð76.261,2012-09-10,2012-08-23,MALE,UNKNOWN
5589,Full,SE-2012-1145055,SC,32.66533,Ð79.93233,2012-09-12,2012-08-22,FEMALE,PUP/CALF
5590,Full,NE-2012-1145057,MD,38.303583,Ð75.106742,2012-08-29,2012-08-01,UNKNOWN,ADULT
5591,Full,NE-2012-1145058,DE,38.4757,Ð75.524,2012-08-29,2012-08-03,MALE,PUP/CALF
5616,Full,NE-2012-1145285,VA,37.86814,Ð75.36247,2012-09-30,2012-09-11,MALE,UNKNOWN
5628,Full,SE-2012-1145465,NC,35.03928,Ð76.07375,2012-10-30,2012-10-06,MALE,ADULT
5640,Full,SE-2012-1145328,GA,30.86784,Ð81.48419,2012-09-16,2012-08-19,MALE,ADULT
5775,Full,SE-2012-1146093,NC,34.77027,Ð76.67747,2012-12-16,2012-11-24,MALE,SUBADULT
5826,Full,SE-2012-1146282,SC,32.24372,Ð80.68677,2012-11-30,2012-11-09,FEMALE,ADULT
5827,Full,SE-2012-1146283,SC,32.9076,Ð79.58118,2012-12-02,2012-11-05,FEMALE,ADULT
5881,Full,SE-2012-1146166,NC,36.20056,Ð75.75859,2012-12-24,2012-11-23,MALE,
5902,Full,SE-2012-1146843,SC,33.781955,Ð78.749862,2012-12-21,2012-11-25,FEMALE,YEARLING
5987,Full,SE-2012-1146302,NC,34.911056,Ð76.239167,2012-12-31,2012-12-07,FEMALE,ADULT
6000,Full,NE-2012-1146278,VA,37.08396,Ð75.96296,2012-11-09,2012-10-07,UNKNOWN,UNKNOWN
6001,Full,NE-2012-1146279,VA,36.63795,Ð75.89444,2012-12-14,2012-11-24,FEMALE,UNKNOWN
6205,Full,NE-2012-1147170,DE,38.649167,Ð75.071944,2012-10-03,2012-08-29,MALE,ADULT
6294,Full,SE-2012-1146354,SC,32.6104,Ð80.02651,2012-12-25,2012-12-08,MALE,
6711,Full,SE-2012-1146442,GA,31.77948,Ð81.06471,2012-11-21,2012-10-26,MALE,ADULT
6712,Full,SE-2012-1146444,GA,31.44479,Ð81.23059,2012-11-27,2012-10-27,UNKNOWN,ADULT
6713,Full,SE-2012-1146445,GA,30.97304,Ð81.42012,2012-12-05,2012-11-11,MALE,ADULT
7302,Full,NE-2012-1147324,NY,40.644264,Ð73.153331,2012-09-03,2012-07-30,UNKNOWN,ADULT
7303,Full,NE-2012-1147325,NY,40.8484,Ð72.4506,2012-08-20,2012-07-24,FEMALE,YEARLING
7304,Full,NE-2012-1147326,NY,40.7355,Ð72.8546,2012-08-09,2012-07-08,UNKNOWN,ADULT
7402,Full,NE-2012-1147330,NY,40.5306,Ð74.1354,2012-11-13,2012-10-21,UNKNOWN,ADULT
9148,Full,NE-2012-1150772,NJ,38.930171,Ð74.917533,2012-08-07,2012-07-07,MALE,SUBADULT
11286,Full,SE-2012-1170250,SC,32.57733,Ð80.6365,2012-06-09,2012-05-19,UNKNOWN,PUP/CALF
11287,Full,SE-2012-1170251,SC,32.148537,Ð80.734521,2012-07-29,2012-07-12,MALE,YEARLING
18333,Full,SE-2012-1145303,NC,34.651776,Ð77.095193,2012-10-19,2012-10-03,MALE,SUBADULT
18787,Full,SE-2011-1130587,SC,33.13381,Ð79.24081,2011-04-07,2011-03-16,MALE,ADULT
18812,Full,SE-2011-1129628,SC,32.86224,Ð79.68213,2011-03-13,2011-02-18,MALE,ADULT
18814,Full,SE-2011-1131575,SC,32.56242,Ð80.19337,2011-05-22,2011-04-29,MALE,SUBADULT
18824,Full,SE-2011-1130586,SC,32.6597,Ð79.97272,2011-04-06,2011-03-10,FEMALE,YEARLING
18838,Full,SE-2011-1128738,SC,32.68329,Ð79.887012,2011-03-07,2011-02-10,MALE,ADULT
18839,Full,SE-2011-1130841,SC,32.1815,Ð80.78458,2011-04-29,2011-04-03,FEMALE,YEARLING
18842,Full,SE-2011-1128740,SC,33.84451,Ð78.58588,2011-02-28,2011-01-29,FEMALE,SUBADULT
18865,Full,SE-2011-1131028,SC,32.179187,Ð80.782392,2011-05-02,2011-04-09,UNKNOWN,PUP/CALF
18866,Full,SE-2011-1129667,SC,32.31382,Ð80.6442,2011-03-24,2011-02-22,MALE,PUP/CALF
18870,Full,SE-2011-1130588,SC,32.75408,Ð79.85332,2011-04-07,2011-03-14,MALE,PUP/CALF
18896,Full,SE-2011-1130582,SC,32.72768,Ð79.89874,2011-04-04,2011-03-06,MALE,ADULT
18899,Full,SE-2011-1131576,SC,32.178183,Ð80.774364,2011-05-23,2011-05-02,FEMALE,PUP/CALF
18909,Full,SE-2011-1130585,SC,32.84306,Ð79.69987,2011-04-04,2011-03-18,FEMALE,ADULT
18914,Full,SE-2011-1129657,SC,32.19353,Ð80.78208,2011-03-22,2011-02-22,FEMALE,SUBADULT
18930,Full,SE-2011-1130596,SC,32.193617,Ð80.695783,2011-04-21,2011-04-03,FEMALE,PUP/CALF
18932,Full,SE-2011-1131595,SC,32.216653,Ð80.911219,2011-05-26,2011-04-26,MALE,PUP/CALF
18936,Full,SE-2011-1131206,SC,32.636376,Ð79.985289,2011-05-13,2011-04-21,MALE,PUP/CALF
18938,Full,SE-2011-1129629,SC,32.60686,Ð80.0535,2011-03-15,2011-02-28,MALE,SUBADULT
18943,Full,SE-2011-1129669,SC,32.11417,Ð80.98597,2011-03-26,2011-02-25,FEMALE,ADULT
18976,Full,SE-2011-1130685,SC,32.94229,Ð79.651908,2011-04-23,2011-03-20,FEMALE,PUP/CALF
18978,Full,SE-2011-1129697,SC,32.78753,Ð79.92368,2011-03-21,2011-02-26,MALE,SUBADULT
18980,Full,SE-2011-1129679,SC,32.388986,Ð80.776986,2011-03-26,2011-03-08,UNKNOWN,PUP/CALF
18983,Full,SE-2011-1130592,SC,32.805445,Ð79.93367,2011-04-13,2011-03-23,FEMALE,ADULT
19003,Full,SE-2011-1130589,SC,32.55994,Ð80.17854,2011-04-07,2011-03-09,MALE,PUP/CALF
19009,Full,SE-2011-1130663,SC,32.55952,Ð80.17306,2011-04-14,2011-03-13,FEMALE,PUP/CALF
19026,Full,SE-2011-1130686,SC,32.52833,Ð80.34065,2011-04-23,2011-03-18,UNKNOWN,PUP/CALF
19031,Full,SE-2011-1131029,SC,32.670703,Ð79.953222,2011-05-06,2011-04-13,FEMALE,
19032,Full,SE-2011-1129631,SC,32.32751,Ð80.71039,2011-03-23,2011-02-26,MALE,SUBADULT
19035,Full,SE-2011-1129626,SC,32.77391,Ð79.8143,2011-03-11,2011-02-15,MALE,ADULT
19038,Full,SE-2011-1128760,SC,32.51437,Ð80.35791,2011-03-07,2011-02-01,FEMALE,ADULT
19044,Full,SE-2011-1128758,SC,32.78278,Ð79.79205,2011-03-06,2011-02-07,UNKNOWN,ADULT
19046,Full,SE-2011-1130590,SC,32.114156,Ð80.829042,2011-04-08,2011-03-05,UNKNOWN,SUBADULT
19049,Full,SE-2011-1131306,SC,32.769231,Ð79.958838,2011-05-13,2011-04-22,UNKNOWN,SUBADULT
